name;mata-bin-runtime;mata-bin-parsing;mata-bin-mintermization;automata-runtime;mata-runtime;mata-mataparsing;mata-mataminterm;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-compl;vata-intersection;vata-emptiness_check;vata-emptiness_check_result;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;mona-runtime;mona-mataparsing;mona-mataminterm;pymata-runtime;pyfado-runtime;pyautomata-lib-runtime;java-automatalib-runtime;java-brics-runtime;java-brics-construction
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_sat-950-rhs.mata;TO; 0.537684; 0.0784099;TO;TO; 1.57044; 0.30338;2.22; 1.83152; 0.385336;0.26021079999999996; 0.0584957; 0.0190668; 0.0261672; false;TO; 1.77813; 0.361109;0.013745730000000001;TO; 1.80947; 0.388658;ERR;TO;TO;TO;TO;0.22184863500000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-100-rhs.mata;TO; 0.0873553; 0.00559105;TO;TO; 0.187466; 0.0476167;0.26; 0.292474; 0.0857667;0.0397614; 0.00685231; 0.00177296; 0.0148839; false;TO; 0.275058; 0.0701219;0.001138785;TO; 0.222862; 0.0610621;TO;TO;TO;TO;TO;0.127480117
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-1000-rhs.mata;TO; 0.594924; 0.117043;TO;TO; 2.21062; 0.450528;2.43; 2.41853; 0.38311;0.20322400000000002; 0.0642065; 0.0204775; 0.0181976; false;TO; 2.63625; 0.507013;0.02766735;TO; 1.82346; 0.379082;TO;TO;TO;TO;TO;0.195687579
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-150-rhs.mata;TO; 0.0868825; 0.0128351;TO;TO; 0.30642; 0.0639249;0.4; 0.312008; 0.0666699;0.0282516; 0.00949714; 0.00273045; 0.00236816; false;TO; 0.303145; 0.0652132;0.0020620630000000003;TO; 0.28538; 0.0654745;TO;TO;TO;TO;TO;0.085476118
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-200-rhs.mata;TO; 0.119464; 0.0203113;TO;TO; 0.428851; 0.0923444;0.49; 0.789281; 0.177486;0.0627883; 0.0239243; 0.00301925; 0.00261648; false;TO; 0.506162; 0.076468;0.0017700049999999998;TO; 0.372895; 0.0828664;TO;TO;TO;TO;TO;0.051360683000000004
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-250-rhs.mata;TO; 0.0888658; 0.0151052;TO;TO; 0.564884; 0.100288;0.62; 0.527513; 0.110305;0.0473779; 0.0168781; 0.00453286; 0.00418826; false;TO; 0.42768; 0.106358;0.0033962999999999997;TO; 0.586653; 0.117856;TO;TO;TO;TO;TO;0.0525978
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-300-rhs.mata;TO; 0.105919; 0.0221533;TO;TO; 0.598169; 0.143298;0.73; 0.673772; 0.111857;0.0546985; 0.0181431; 0.00461488; 0.00403791; false;TO; 0.544123; 0.0892303;0.00275758;TO; 0.551845; 0.130018;ERR;TO;TO;TO;TO;0.068620619
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-350-rhs.mata;TO; 0.254448; 0.046665;TO;TO; 0.762886; 0.168707;0.88; 0.705233; 0.175383;0.0642764; 0.0211395; 0.0061194; 0.00555153; false;TO; 0.739202; 0.14228;0.00489088;TO; 0.659728; 0.139569;TO;TO;TO;TO;TO;0.118717355
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-400-rhs.mata;TO; 0.245415; 0.041494;TO;TO; 0.598756; 0.177649;0.99; 1.04424; 0.165744;0.1258767; 0.0239616; 0.0200035; 0.0417828; false;TO; 0.913471; 0.192347;0.005521959999999999;TO; 0.644648; 0.117024;TO;TO;TO;TO;TO;0.14496172499999999
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-450-rhs.mata;TO; 0.245931; 0.0391737;TO;TO; 0.930338; 0.119672;1.12; 0.992752; 0.178677;0.08581839999999999; 0.0278753; 0.00869235; 0.00748916; false;TO; 1.27258; 0.172385;0.00635112;TO; 0.830265; 0.344427;TO;TO;TO;TO;TO;0.107768235
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-50-rhs.mata;TO; 0.0295477; 0.00427093;TO;TO; 0.0984217; 0.026796;0.12; 0.0972021; 0.0266363;0.00933763; 0.00334784; 0.000817276; 0.000690513; false;TO; 0.153514; 0.025717;0.000694484;TO; 0.0982732; 0.0264251;TO;TO;TO;TO;TO;0.05027421
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-500-rhs.mata;TO; 0.281946; 0.0502151;TO;TO; 1.10802; 0.190459;1.23; 1.54096; 0.194177;0.1033677; 0.0300527; 0.00875591; 0.00779482; false;TO; 1.3212; 0.206048;0.0067178;TO; 1.18822; 0.245055;TO;TO;TO;TO;TO;0.120804116
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-550-rhs.mata;TO; 0.350297; 0.0883799;TO;TO; 1.29056; 0.248226;1.14; 0.885502; 0.173753;0.0770419; 0.0257185; 0.00856965; 0.00693326; false;TO; 0.882878; 0.246075;0.00806208;TO; 1.2214; 0.277189;TO;TO;TO;TO;TO;0.154523474
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-600-rhs.mata;TO; 0.35111; 0.0544798;TO;TO; 1.25427; 0.218199;1.51; 1.33678; 0.248834;0.11156730000000001; 0.0278836; 0.00843933; 0.00700954; false;TO; 1.36893; 0.248535;0.008773070000000001;TO; 0.833182; 0.193756;TO;TO;TO;TO;TO;0.109108775
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-650-rhs.mata;TO; 0.327244; 0.0475009;TO;TO; 1.22982; 0.234542;1.51; 1.20287; 0.25196;0.1231472; 0.0402137; 0.0124388; 0.0114676; false;TO; 1.51718; 0.335674;0.00861129;TO; 1.44662; 0.389164;TO;TO;TO;TO;TO;0.137768531
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-700-rhs.mata;TO; 0.457786; 0.0889672;TO;TO; 1.30298; 0.245431;1.73; 1.38438; 0.283381;0.1352194; 0.0424964; 0.0134925; 0.0118522; false;TO; 1.51801; 0.283838;0.0104504;TO; 1.49708; 0.344464;ERR;TO;TO;TO;TO;0.11316314400000001
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-750-rhs.mata;TO; 0.410772; 0.0721529;TO;TO; 1.57507; 0.296128;1.65; 1.26613; 0.288692;0.14834219999999998; 0.0470365; 0.0153424; 0.0136262; false;TO; 1.49688; 0.197334;0.00694594;TO; 1.25194; 0.297899;TO;TO;TO;TO;TO;0.14723483
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-800-rhs.mata;TO; 0.349091; 0.147395;TO;TO; 1.32653; 0.377618;1.9; 1.84357; 0.514907;0.1903857; 0.0541199; 0.0174182; 0.0168748; false;TO; 1.98994; 0.351662;0.01165299;TO; 2.10814; 0.483993;TO;TO;TO;TO;TO;0.23859840100000002
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-850-rhs.mata;TO; 0.661789; 0.0716349;TO;TO; 1.92998; 0.385808;1.93; 1.46829; 0.328332;0.19500230000000002; 0.0566603; 0.0160787; 0.0164151; false;TO; 1.72312; 0.396324;0.013065960000000001;TO; 1.62531; 0.468265;TO;TO;TO;TO;TO;0.162649223
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-900-rhs.mata;TO; 0.556374; 0.094194;TO;TO; 1.60834; 0.354228;2.02; 2.1689; 0.246646;0.11840880000000001; 0.0374707; 0.0131881; 0.0105854; false;TO; 1.77395; 0.364059;0.01307548;TO; 1.6559; 0.370765;TO;TO;TO;TO;TO;0.12851802499999998
/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-lhs.mata,/home/experiments/nfa-bench/benchmarks/bool_comb/cox/inter_unsat-950-rhs.mata;TO; 0.641304; 0.0897069;TO;TO; 1.68245; 0.377637;2.35; 1.87884; 0.382683;0.1851205; 0.0614726; 0.0191443; 0.017286; false;TO; 2.06384; 0.398558;0.01508697;TO; 1.87861; 0.36212;TO;TO;TO;TO;TO;0.12034926400000001
