name;mata-runtime;mata-mataparsing;mata-mataminterm;mata-intersection;mata-trim;mata-emptiness_check;mata-emptiness_check_result;mata-overall;vata-runtime;vata-mataparsing;vata-mataminterm;vata-construction;vata-intersection;vata-trim;vata-emptiness_check;vata-emptiness_check_result;vata-overall;awali-runtime;awali-mataparsing;awali-mataminterm;awali-construction;awali-intersection;awali-trim;awali-emptiness_check;awali-emptiness_check_result;awali-overall;pyfado-runtime;pyfado-construction;pyfado-conversion;pyfado-intersection;pyfado-trim;pyfado-emptiness;pyfado-result;pyfado-interpretation;pyfado-overall;pyautomata-lib-runtime;pyautomata-lib-construction;pyautomata-lib-conversion;pyautomata-lib-intersection;pyautomata-lib-determinization;pyautomata-lib-emptiness;pyautomata-lib-result;pyautomata-lib-interpretation;pyautomata-lib-overall;java-brics-runtime;java-brics-construction;java-brics-interall;java-brics-emptiness_check;java-brics-emptiness_result;java-brics-interpretation;java-brics-overall;mata-sim-runtime;mata-sim-mataparsing;mata-sim-mataminterm;mata-sim-reduce;mata-sim-intersection;mata-sim-trim;mata-sim-emptiness_check;mata-sim-emptiness_check_result;mata-sim-overall;automata-min-runtime;automata-min-construction;automata-min-trim;automata-min-intersection;automata-min-emptiness_check;automata-min-emptiness_result;automata-min-interpretation;automata-min-overall;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-interall;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-36-*.mata;TO; 0.439236; 0.118356;38.269074;14.335766;MISSING;MISSING;MISSING;TO;0.412645;0.189423;0.0483129999999999;30.189073;18.032561;MISSING;MISSING;MISSING;TO; 0.533101; 0.160085;0.006843999999999999;24.961883;24.748796;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.169106789;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.530978; 0.170794;8.328683000000002;40.191829;8.000649;MISSING;MISSING;MISSING;TO;0.057743800000000005;2.0062771;43.3812042;MISSING;MISSING;MISSING;MISSING;TO;0.172583222;0.8722856590000001;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-37-*.mata;TO; 0.376752; 0.134132;38.289961;14.299235;MISSING;MISSING;MISSING;TO;0.533207;0.131205;0.0315299999999999;34.946293999999995;19.414842;MISSING;MISSING;MISSING;TO; 0.557819; 0.193211;0.006358000000000001;24.332647;23.001326;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.198729543;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.586137; 0.223719;8.240777999999999;38.482834;7.462861999999999;MISSING;MISSING;MISSING;TO;0.06510049999999999;2.5702388000000003;47.4941037;MISSING;MISSING;MISSING;MISSING;TO;0.1752669889999999;1.281776043;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-38-*.mata;TO; 0.672113; 0.262979;40.895998;13.88088;MISSING;MISSING;MISSING;TO;0.590804;0.210512;0.050986;33.136455;18.926537;MISSING;MISSING;MISSING;TO; 0.566671; 0.208408;0.007259;14.447258000000001;29.685392999999998;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.2521402359999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.592012; 0.182612;9.524446;20.814030000000002;7.6103320000000005;MISSING;MISSING;MISSING;TO;0.10049559999999998;2.3579178;46.3061459;MISSING;MISSING;MISSING;MISSING;TO;0.153962266;1.2240572679999997;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-39-*.mata;TO; 0.661731; 0.222055;44.585269;8.442649;MISSING;MISSING;MISSING;TO;0.569458;0.215382;0.0334;31.672649;18.693892;MISSING;MISSING;MISSING;TO; 0.615139; 0.23246;0.007464000000000001;27.897377;25.700006000000002;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3831796710000001;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.60186; 0.201793;8.32504;41.558189999999996;7.38439;MISSING;MISSING;MISSING;TO;0.09983460000000001;2.2160541;50.7337652;MISSING;MISSING;MISSING;MISSING;TO;0.238973564;0.92050649;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-4-*.mata;0.0; 0.004364; 0.006565;0.00014199999999999998;6.1e-05; 1e-06; true; 0.012404;0.01;0.004548;0.006829;0.000495;0.000259;0.0002199999999999; 1e-06; true; 0.013654;0.01; 0.005684; 0.00729;9.099999999999999e-05;0.0008420000000000001;0.000834; 2.8e-05; true; 0.016894;1.15; 0.0114; 0.0005; 0.0274; 0.0019; 0.0000; True; 0.0294; 0.0416;0.89; 0.0110; 0.0013; 0.0017; 0.0012; 0.0013; True; 0.0030; 0.0155;1.12;0.046976673; 0.005443108; 2.7567E-5; true; 0.024186913; 0.277314328;0.01; 0.005658; 0.007252;0.0006580000000000001;0.00010999999999999999;4.7000000000000004e-05; 2e-06; true; 0.015527;0.83;0.0406571;0.012165399999999998;0.0159074; 0.0003054000; True; 0.0309818000; 0.1281001000;1.26;0.031744153;0.069132995; 0.042495725; 0.003308053; true; 0.121365873; 0.239889552
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-40-*.mata;TO; 0.676012; 0.227646;44.494569;8.82411;MISSING;MISSING;MISSING;TO;0.598937;0.16574;0.0361729999999999;35.583499;19.907508;MISSING;MISSING;MISSING;TO; 0.663198; 0.248238;0.008081;29.232799999999997;27.134489000000002;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3531484730000001;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.722957; 0.256653;9.636832000000002;22.963147;7.881362;MISSING;MISSING;MISSING;TO;0.11371830000000001;2.2935097;52.057338;MISSING;MISSING;MISSING;MISSING;TO;0.3080037849999999;1.1798649199999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-41-*.mata;TO; 0.716851; 0.184539;44.762600000000006;8.433333000000001;MISSING;MISSING;MISSING;TO;0.687506;0.203546;0.059376;36.37161;20.753884;MISSING;MISSING;MISSING;TO; 0.702163; 0.222681;0.009064;15.499662999999998;30.435687;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.44000494;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.690554; 0.229126;7.992312;20.343541000000002;6.93394;MISSING;MISSING;MISSING;TO;0.1164482;2.4129617;52.671340799999996;MISSING;MISSING;MISSING;MISSING;TO;0.185761048;1.208558446;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-42-*.mata;TO; 0.795129; 0.2826;45.794026;8.479316;MISSING;MISSING;MISSING;TO;0.800048;0.256562;0.064401;19.931562;20.516772;MISSING;MISSING;MISSING;TO; 0.438502; 0.186462;0.005089;15.096498;30.084567;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3779476499999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.672383; 0.236894;10.400597000000001;25.822415999999997;7.824720999999999;MISSING;MISSING;MISSING;TO;0.16292139999999994;2.5084961999999997;55.087947099999994;MISSING;MISSING;MISSING;MISSING;TO;0.178917097;1.393290596;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-43-*.mata;TO; 0.769285; 0.311901;23.735339;9.14417;MISSING;MISSING;MISSING;TO;0.706841;0.288454;0.073287;34.942394;20.273953;MISSING;MISSING;MISSING;TO; 0.757975; 0.283756;0.008765;13.485915;28.659019999999998;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3129399919999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.808982; 0.284936;11.94304;24.460096;8.725755;MISSING;MISSING;MISSING;TO;0.11521050000000001;1.5332731;31.222379800000002;MISSING;MISSING;MISSING;MISSING;TO;0.1761036979999999;1.2091048520000007;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-44-*.mata;TO; 0.881777; 0.331164;26.79782;9.520521;MISSING;MISSING;MISSING;TO;0.882596;0.285981;0.072669;36.267874;19.524902;MISSING;MISSING;MISSING;TO; 0.763838; 0.295668;0.009903;16.524974;33.421795;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.333799543;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.933437; 0.298966;10.681431;22.277243;8.579968000000001;MISSING;MISSING;MISSING;TO;0.11754780000000004;2.3016673;54.49582409999999;MISSING;MISSING;MISSING;MISSING;TO;0.281816434;1.0907849280000004;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-45-*.mata;TO; 0.778825; 0.265823;42.720169999999996;9.010217;MISSING;MISSING;MISSING;TO;0.86253;0.32465;0.0880899999999999;20.038291;20.599634;MISSING;MISSING;MISSING;TO; 0.843761; 0.301813;0.011340999999999997;16.494582;28.829639999999998;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3955603729999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.841487; 0.203775;11.100471;23.197516;8.149072;MISSING;MISSING;MISSING;TO;0.11754169999999997;1.1819788999999998;31.1804374;MISSING;MISSING;MISSING;MISSING;TO;0.202651367;1.429084153;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-46-*.mata;TO; 0.923404; 0.328667;22.71985;9.00563;MISSING;MISSING;MISSING;TO;0.95054;0.298337;0.092065;21.763212;22.826368;MISSING;MISSING;MISSING;TO; 0.97539; 0.380068;0.012995999999999999;13.660529;30.782421;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.2773843849999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.979156; 0.339602;10.950343;24.350003;8.128661000000001;MISSING;MISSING;MISSING;TO;0.13260149999999996;1.3121514;34.3749011;MISSING;MISSING;MISSING;MISSING;TO;0.224999159;1.5983354980000004;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-47-*.mata;TO; 0.901314; 0.349265;25.877765;10.301479;MISSING;MISSING;MISSING;TO;0.924228;0.370531;0.0870799999999999;35.335439;20.237297;MISSING;MISSING;MISSING;TO; 0.78167; 0.329788;0.013130999999999999;16.664222000000002;34.311607;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.354323191;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.914881; 0.351131;10.34039;23.6426;7.577205;MISSING;MISSING;MISSING;TO;0.09214989999999998;1.1137659;28.884236899999998;MISSING;MISSING;MISSING;MISSING;TO;0.2738282579999999;1.228800899;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-48-*.mata;TO; 0.953881; 0.305501;26.748922999999998;10.281179;MISSING;MISSING;MISSING;TO;0.89895;0.297908;0.07602;22.129001;22.987505;MISSING;MISSING;MISSING;TO; 0.987902; 0.396346;0.011650000000000006;18.507272;35.234451;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.226235848;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.990235; 0.373015;12.356701999999999;28.405149;8.388171;MISSING;MISSING;MISSING;TO;0.14239280000000004;1.6511946000000002;33.883492700000005;MISSING;MISSING;MISSING;MISSING;TO;0.178550192;1.4366388879999994;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-49-*.mata;TO; 1.02813; 0.395837;28.859090000000002;9.420049;MISSING;MISSING;MISSING;TO;1.08528;0.400546;0.1064499999999999;23.866542000000003;22.929304;MISSING;MISSING;MISSING;TO; 1.02678; 0.340159;0.011159999999999996;16.079711;35.322955;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3033036269999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.12579; 0.390394;13.056894;28.834407;9.682438999999999;MISSING;MISSING;MISSING;TO;0.1339437;1.3537263;35.3458796;MISSING;MISSING;MISSING;MISSING;TO;0.206711026;1.210017316;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-5-*.mata;0.01; 0.006984; 0.00714;0.000334;0.000127; 1e-06; true; 0.016259;0.01;0.006992;0.007103;0.0007689999999999;0.0006659999999999;0.000557; 1e-06; true; 0.017581;0.01; 0.007053; 0.007032;0.00013199999999999998;0.0011259999999999998;0.0012430000000000002; 2.7e-05; true; 0.018821;1.83; 0.0138; 0.0007; 0.5825; 0.0340; 0.0000; True; 0.6167; 0.6315;1.21; 0.0161; 0.0013; 0.0046; 0.0024; 0.0025; True; 0.0071; 0.0249;1.08;0.030046133; 0.009441227; 3.2223E-5; true; 0.016815855; 0.133747;0.01; 0.006808; 0.007062;0.0015119999999999999;0.00021499999999999997;8.299999999999998e-05; 1e-06; true; 0.01715;0.68;0.024519100000000002;0.0058976;0.0105109; 0.0001327000; True; 0.0184392000; 0.0771134000;1.19;0.028997972;0.07303103799999999; 0.035578291; 0.001872043; true; 0.117949061; 0.230345076
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-50-*.mata;TO; 1.13914; 0.438407;31.783203;9.023373;MISSING;MISSING;MISSING;TO;1.09156;0.379193;0.107191;22.082528;24.252869;MISSING;MISSING;MISSING;TO; 0.954666; 0.449501;0.015099000000000003;16.063896;31.098336;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.334860506;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.15531; 0.39369;11.575181;24.962828000000002;8.004470999999999;MISSING;MISSING;MISSING;TO;0.1394555;1.5147460000000001;36.0019493;MISSING;MISSING;MISSING;MISSING;TO;0.264709564;1.4927791310000005;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-51-*.mata;TO; 0.881871; 0.404687;29.322447;10.971878;MISSING;MISSING;MISSING;TO;1.12009;0.397886;0.11421;23.401527;23.633378;MISSING;MISSING;MISSING;TO; 1.09905; 0.493949;0.012135;20.118333;19.700816;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3455143719999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.16003; 0.351348;14.680107;31.596301;11.253150999999999;MISSING;MISSING;MISSING;TO;0.1665347;1.3987935999999999;38.916231999999994;MISSING;MISSING;MISSING;MISSING;TO;0.2729359319999999;1.5575573959999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-52-*.mata;TO; 1.129; 0.409638;30.016440000000003;9.806723;MISSING;MISSING;MISSING;TO;1.14062;0.467158;0.120627;24.725844;25.392523;MISSING;MISSING;MISSING;TO; 1.12861; 0.414762;0.013356000000000002;17.707762000000002;37.764391;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.392471375;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.21922; 0.425008;13.89343;26.842954;8.758189;MISSING;MISSING;MISSING;TO;0.15164530000000004;1.2175786;35.5465645;MISSING;MISSING;MISSING;MISSING;TO;0.18103194;1.2632461450000003;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-53-*.mata;TO; 1.34993; 0.422913;30.458767;9.836773;MISSING;MISSING;MISSING;TO;1.21297;0.338165;0.113395;24.02016;26.612225;MISSING;MISSING;MISSING;TO; 1.18096; 0.411057;0.008126;17.775837;31.269378000000003;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3324145769999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.20854; 0.424882;13.822434;32.595978;10.350683;MISSING;MISSING;MISSING;TO;0.11806980000000003;1.4860643;37.519925400000005;MISSING;MISSING;MISSING;MISSING;TO;0.21739082;1.4370128399999997;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-54-*.mata;TO; 1.29712; 0.499605;32.643104;10.710206;MISSING;MISSING;MISSING;TO;1.30425;0.419922;0.114838;25.208654000000003;26.482054;MISSING;MISSING;MISSING;TO; 1.28831; 0.41993;0.015786999999999995;16.439304;33.560111;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.384147878;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.18394; 0.404142;7.488099;34.701184;11.299676000000002;MISSING;MISSING;MISSING;TO;0.2327972;1.7128643000000001;42.2759042;MISSING;MISSING;MISSING;MISSING;TO;0.276024306;1.5698679639999995;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-55-*.mata;TO; 1.36707; 0.538653;31.707045;10.606686;MISSING;MISSING;MISSING;TO;1.25071;0.571602;0.146809;25.648297;25.379971;MISSING;MISSING;MISSING;TO; 1.1024; 0.452503;0.013768;19.41921;34.446186;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.4072337399999999;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.38752; 0.275435;8.055019999999999;35.248566;11.653321;MISSING;MISSING;MISSING;TO;0.28434209999999993;1.3684311;42.2276662;MISSING;MISSING;MISSING;MISSING;TO;0.292108626;1.5768370809999992;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-56-*.mata;TO; 1.2988; 0.441045;31.058243;10.682776;MISSING;MISSING;MISSING;TO;1.24429;0.479783;0.119933;25.158447;26.217099;MISSING;MISSING;MISSING;TO; 1.27907; 0.494312;0.014061999999999995;20.29898;22.462307000000003;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.3028186320000001;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.07753; 0.463767;14.501648;28.482062;10.795941;MISSING;MISSING;MISSING;TO;0.1727826;1.7372779;44.4020855;MISSING;MISSING;MISSING;MISSING;TO;0.1999343599999999;1.5749562390000007;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-57-*.mata;TO; 1.49765; 0.636648;31.636916000000003;11.835675;MISSING;MISSING;MISSING;TO;1.27808;0.580519;0.1560069999999999;24.523108;24.098301;MISSING;MISSING;MISSING;TO; 1.31225; 0.597917;0.01486;22.469554;19.237033;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.328001014;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.921322; 0.523586;7.100729;37.388662999999994;9.297449;MISSING;MISSING;MISSING;TO;0.18818460000000012;1.6508881;41.875414;MISSING;MISSING;MISSING;MISSING;TO;0.2827849660000001;1.7624437820000007;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-58-*.mata;TO; 1.56636; 0.628315;33.548007;13.128071;MISSING;MISSING;MISSING;TO;0.987015;0.397377;0.126295;26.605422;25.919074;MISSING;MISSING;MISSING;TO; 1.52511; 0.637277;0.009934999999999998;20.623202;19.786222000000002;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.334533736;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 0.976881; 0.394296;6.701715999999999;32.599554999999995;10.965648999999999;MISSING;MISSING;MISSING;TO;0.18237880000000004;1.5825596000000002;48.909317599999994;MISSING;MISSING;MISSING;MISSING;TO;0.2893737899999999;1.4680629510000003;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-59-*.mata;TO; 1.41125; 0.610971;35.721854;12.957889999999999;MISSING;MISSING;MISSING;TO;1.61895;0.671949;0.1435049999999999;27.401384;27.72297;MISSING;MISSING;MISSING;TO; 1.08554; 0.371024;0.009979;19.289915999999998;19.542253;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.4256791220000001;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.60114; 0.597489;8.944231;36.710715;10.929158000000001;MISSING;MISSING;MISSING;TO;0.194471;1.5324296;47.310585;MISSING;MISSING;MISSING;MISSING;TO;0.324780904;1.7864374149999998;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-6-*.mata;0.01; 0.011351; 0.00834;0.0009170000000000001;0.00033600000000000004; 2e-05; true; 0.022915;0.01;0.01166;0.007946;0.001263;0.0018269999999999;0.0015; 2e-06; true; 0.025875;0.02; 0.011752; 0.007857;0.000224;0.002089;0.0024950000000000003; 5.3e-05; true; 0.027107;8.49; 0.0332; 0.0018; 7.0464; 0.3768; 0.0000; True; 7.4233; 7.4587;1.24; 0.0588; 0.0033; 0.0237; 0.0117; 0.0123; True; 0.0360; 0.0987;1.08;0.072378838; 0.031656543; 4.1834E-5; true; 0.038858889; 0.239005159;0.02; 0.010599; 0.007268;0.004183;0.000505;0.00019099999999999998; 2e-06; true; 0.024421;0.78;0.05689440000000001;0.009223100000000001;0.018814899999999996; 0.0002572000; True; 0.0308562000; 0.1373733000;1.35;0.04426645;0.11317227799999999; 0.101490659; 0.005078035; true; 0.234890008; 0.386702608
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-60-*.mata;TO; 1.54188; 0.602739;34.472832999999994;12.069500999999999;MISSING;MISSING;MISSING;TO;1.66707;0.512613;0.189026;30.480663;14.735238;MISSING;MISSING;MISSING;TO; 1.60695; 0.575562;0.019253999999999997;22.520205;19.038860999999997;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;TO;0.34707531;MISSING;MISSING;MISSING;MISSING;MISSING;TO; 1.57252; 0.589311;8.591183;19.344431;6.000858;MISSING;MISSING;MISSING;TO;0.202393;1.8070437;48.62282879999999;MISSING;MISSING;MISSING;MISSING;TO;0.228917307;1.723930759;MISSING;MISSING;MISSING;MISSING;MISSING
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-7-*.mata;0.01; 0.012008; 0.007969;0.0016779999999999998;0.000577; 2e-06; true; 0.023911;0.03;0.015039;0.008892;0.001614;0.004454;0.004124; 2e-06; true; 0.03596;0.03; 0.015521; 0.009126;0.00025800000000000004;0.003901;0.005569; 7.5e-05; true; 0.037375;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.01; 0.0239; 0.0026; 0.0318; 0.0177; 0.0184; True; 0.0503; 0.0780;1.2;0.036615301; 0.051059763; 2.663E-5; true; 0.068695042; 0.219849967;0.03; 0.016387; 0.010606;0.015446000000000001;0.001287;0.000403; 2e-06; true; 0.047233;0.98;0.04989899999999999;0.009830300000000002;0.029920800000000004; 0.0002358000; True; 0.0426372000; 0.1861438000;1.56;0.035371398;0.096401568; 0.109695136; 0.003543454; true; 0.216446838; 0.419939624
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/expbranching-8-*.mata;0.03; 0.0197; 0.007326;0.005237;0.001923; 3e-06; true; 0.037055;0.05;0.020803;0.011033;0.0023559999999999;0.010149;0.009846; 4e-06; true; 0.057601;0.03; 0.011533; 0.007247;0.00029199999999999994;0.005717;0.008353; 0.000138; true; 0.035875;TO;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;MISSING;1.43; 0.0455; 0.0060; 0.1370; 0.0681; 0.0709; True; 0.2080; 0.2619;1.57;0.064607443; 0.188639676; 2.6463E-5; true; 0.194617454; 0.525695397;0.06; 0.024152; 0.012091;0.026198999999999997;0.003614;0.001091; 3e-06; true; 0.070897;0.86;0.026825500000000002;0.0069088000000000005;0.0283111; 0.0001762000; True; 0.0373091000; 0.0992299000;1.71;0.058142355;0.11716982599999999; 0.244361324; 0.004118681; true; 0.375611891; 0.542227462
