name;mata-runtime;mata-old-runtime;mata-old-mataparsing;mata-old-mataminterm;mata-old-uni;mata-old-trim;mata-old-emptiness_check;mata-old-emptiness_check_result;mata-old-overall
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-4-*.mata;ERR;0.0; 0.002281; 0.007074;0.00024700000000000004;0.00012900000000000002; 5.9e-05; false; 0.011883
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-40-*.mata;ERR;2.11; 0.252678; 1.01684;0.102966;0.32121999999999995; 0.016014; false; 2.19523
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-41-*.mata;ERR;2.19; 0.375671; 0.879037;0.08377799999999999;0.269644; 0.014168; false; 2.2656
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-42-*.mata;ERR;2.38; 0.319816; 0.957029;0.11471200000000001;0.388558; 0.021255; false; 2.44234
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-43-*.mata;ERR;2.39; 0.440886; 0.983982;0.12017900000000002;0.390774; 0.018366; false; 2.45953
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-44-*.mata;ERR;2.73; 0.305322; 1.23964;0.11028900000000003;0.3959040000000001; 0.022292; false; 2.82567
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-45-*.mata;ERR;2.65; 0.523397; 1.22814;0.09178500000000002;0.38883900000000005; 0.01716; false; 2.7386
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-46-*.mata;ERR;2.85; 0.437179; 1.37381;0.09868100000000002;0.380185; 0.018566; false; 2.97062
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-47-*.mata;ERR;3.66; 0.566517; 1.64185;0.16662399999999997;0.5670400000000001; 0.023455; false; 3.8033
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-48-*.mata;ERR;3.78; 0.597459; 1.70076;0.121225;0.54119; 0.02657; false; 3.88883
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-49-*.mata;ERR;3.12; 0.424299; 1.32306;0.14859400000000003;0.546729; 0.025106; false; 3.24189
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-5-*.mata;ERR;0.01; 0.003419; 0.010639;0.00029400000000000004;0.000198; 9.4e-05; false; 0.017532
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-50-*.mata;ERR;3.2; 0.477158; 1.21697;0.159116;0.5806260000000001; 0.027094; false; 3.28124
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-51-*.mata;ERR;3.63; 0.648603; 1.51513;0.15814599999999998;0.657694; 0.030661; false; 3.73571
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-52-*.mata;ERR;4.31; 0.684085; 2.16569;0.12751700000000002;0.634684; 0.026191; false; 4.48828
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-53-*.mata;ERR;4.08; 0.404634; 1.47518;0.22803199999999998;0.8440840000000002; 0.033625; false; 4.16092
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-54-*.mata;ERR;4.44; 0.7269; 1.94721;0.17658700000000002;0.796559; 0.038533; false; 4.57858
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-55-*.mata;ERR;5.38; 0.808029; 2.46707;0.197413;0.7698160000000001; 0.03414; false; 5.56797
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-56-*.mata;ERR;6.18; 0.7671; 2.61565;0.273659;1.1261139999999998; 0.037173; false; 6.35361
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-57-*.mata;ERR;4.41; 0.474328; 1.79721;0.204019;0.944179; 0.033291; false; 4.5418
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-58-*.mata;ERR;5.4; 0.869086; 2.04031;0.29158500000000004;1.1028900000000001; 0.039962; false; 5.52475
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-59-*.mata;ERR;5.58; 0.893394; 2.70908;0.161228;0.8109820000000001; 0.030058; false; 5.85212
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-6-*.mata;ERR;0.02; 0.008156; 0.015559;0.0007750000000000001;0.000486; 0.000192; false; 0.031386
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-60-*.mata;ERR;5.01; 0.910249; 2.45574;0.16901500000000008;0.7725650000000001; 0.027632; false; 5.26975
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-7-*.mata;ERR;0.03; 0.0107; 0.020965;0.001168;0.00095; 0.000434; false; 0.043001
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-8-*.mata;ERR;0.02; 0.007925; 0.01538;0.0008179999999999999;0.0006540000000000001; 0.000234; false; 0.030673
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/exppaths2-9-*.mata;ERR;0.05; 0.016275; 0.02905;0.002085;0.001638; 0.000571; false; 0.063762
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-100-*.mata;ERR;0.01; 0.013428; 0.00929; 9e-05; 5.8e-05; 4.4e-05; false; 0.024911
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-150-*.mata;ERR;0.02; 0.020501; 0.010126; 0.000125; 8.2e-05; 6.8e-05; false; 0.033363
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-200-*.mata;ERR;0.03; 0.026966; 0.010702; 0.000165; 8.2e-05; 7.6e-05; false; 0.040362
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-250-*.mata;ERR;0.02; 0.020421; 0.009803; 0.000118; 0.000174; 8.4e-05; false; 0.033024
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-300-*.mata;ERR;0.03; 0.031345; 0.009258; 0.000115; 7.2e-05; 7.9e-05; false; 0.042871
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-350-*.mata;ERR;0.03; 0.028827; 0.011034; 0.000269; 0.00025; 0.000105; false; 0.044116
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-400-*.mata;ERR;0.07; 0.055726; 0.018791; 0.00031; 0.000241; 0.000174; false; 0.079611
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-450-*.mata;ERR;0.07; 0.062087; 0.018556; 0.000356; 0.000301; 0.000224; false; 0.086005
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-50-*.mata;ERR;0.01; 0.00704; 0.007317; 4.6e-05; 2.5e-05; 2.3e-05; false; 0.015934
/home/experiments/nfa-bench/benchmarks/bool_comb/intersect/longstrings-500-*.mata;ERR;0.06; 0.043209; 0.017577; 0.000397; 0.000316; 0.000206; false; 0.067753
