name;java-automatalib-runtime;java-automatalib-construction;java-automatalib-determinize;java-automatalib-compl;java-automatalib-intersection;java-automatalib-emptiness_check;java-automatalib-emptiness_result;java-automatalib-interpretation;java-automatalib-overall;java-automatalib-uni
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6917-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query6917-*.mata;1.3;0.058996267000000005;0.08196856899999999;0.025563508;0.04993054000000001; 0.006158052; false; 0.186964389; 0.361057551;0.002217427
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query7455-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query7455-*.mata;1.29;0.034303198;0.070218689;0.022590726;0.027213162000000003; 0.002005549; false; 0.134868739; 0.270951413;0.002141081
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query7904-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query7904-*.mata;1.16;0.042503689;0.068624355;0.040980924999999994;0.030717824; 0.002085611; false; 0.162111427; 0.315516925;0.0017128119999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8045-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8045-*.mata;1.28;0.031178599;0.064922224;0.041826158999999995;0.033316929; 0.001934549; false; 0.171100872; 0.299343731;0.004190119
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8468-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8468-*.mata;1.26;0.032565043999999994;0.095415291;0.019182850999999997;0.023809526; 0.002264259; false; 0.153038828; 0.269171638;0.00169694
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8654-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8654-*.mata;1.21;0.038032140000000006;0.075947442;0.027211393;0.054735285; 0.002381169; false; 0.17700976; 0.3167021;0.002016783
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8867-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8867-*.mata;1.19;0.05363699400000001;0.065703658;0.024145456000000003;0.027210734; 0.001518636; false; 0.130407859; 0.298188498;0.002368979
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8917-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8917-*.mata;1.14;0.08135026100000001;0.07991818699999999;0.021782333;0.031262805000000005; 0.002420648; false; 0.14935261; 0.374219108;0.001673753
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8962-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query8962-*.mata;1.21;0.053728029999999996;0.089893;0.029964463999999996;0.04309717699999999; 0.007122804; false; 0.198065473; 0.371254729;0.010108925
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9050-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9050-*.mata;1.19;0.029828245;0.07072665399999999;0.01927176;0.023149146999999995; 0.00187292; false; 0.127842107; 0.24080752;0.0015396199999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9155-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9155-*.mata;1.26;0.033459067999999995;0.07755773199999999;0.022037472;0.027547146; 0.002271698; false; 0.145200532; 0.268279738;0.002116442
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9276-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9276-*.mata;1.23;0.036317538999999996;0.07341578500000001;0.020410954;0.062231929; 0.002347116; false; 0.173463291; 0.293883228;0.002220924
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9416-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9416-*.mata;1.18;0.033251892;0.07187013600000002;0.017247178000000002;0.024896905; 0.001921005; false; 0.12742663; 0.243276271;0.001596507
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9747-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-no-ree-query9747-*.mata;1.34;0.066506788;0.07924556800000002;0.047895799;0.033977962; 0.002283644; false; 0.179588019; 0.340502006;0.003098773
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query2885-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query2885-*.mata;1.23;0.041798392999999996;0.092883571;0.024177136;0.029751134000000002; 0.002196897; true; 0.167337249; 0.304230026;0.0010607869999999999
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3096-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3096-*.mata;1.27;0.033663316000000006;0.10149121800000001;0.017278711999999998;0.027727896000000005; 0.001638424; false; 0.161917588; 0.310283792;0.0015846010000000002
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3102-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3102-*.mata;1.14;0.028798161000000003;0.081408696;0.015761188;0.035058417; 0.002344206; false; 0.150867696; 0.267042482; 9.11973E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3111-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3111-*.mata;1.32;0.041400815;0.05938894199999999;0.027116932999999996;0.029842394; 0.002337761; false; 0.132502015; 0.263302137;0.001618438
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3113-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3113-*.mata;1.27;0.031380134999999997;0.104931889;0.033463743000000004;0.044222205; 0.002171975; false; 0.197081298; 0.32397; 0.001916297
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3124-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3124-*.mata;1.18;0.028211411;0.068999609;0.019172793;0.026534887; 0.002200232; false; 0.127791339; 0.250579044; 0.001396835
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3133-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3133-*.mata;1.16;0.026122881;0.106757568;0.019021175;0.033072557; 0.002292249; false; 0.171620131; 0.289301587; 0.001216368
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3137-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3137-*.mata;1.18;0.033503169;0.060336139999999996;0.017994671;0.022310342; 0.00214917; false; 0.124789916; 0.29028018; 0.004624294
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3143-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3143-*.mata;1.23;0.02700587;0.063306899;0.036394779;0.02689768; 0.010813839; false; 0.163382419; 0.325068522;0.0017293960000000002
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3146-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3146-*.mata;1.14;0.031500744;0.059954801;0.016919778;0.02169927; 0.001992489; false; 0.110984899; 0.276096507; 0.001091892
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3149-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3149-*.mata;1.22;0.044564160000000005;0.076203193;0.024179328;0.035794937; 0.002470825; false; 0.156953703; 0.313883989;0.005562419
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3151-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3151-*.mata;1.1;0.021852391;0.092150558;0.020111243;0.023932285999999997; 0.001718928; false; 0.148867764; 0.259349946; 0.001438929
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3155-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3155-*.mata;1.32;0.033714912;0.10868654800000001;0.04168497299999999;0.05249620099999999; 0.004959082; false; 0.236787301; 0.364738687;0.006156798
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3156-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3156-*.mata;1.24;0.021985825;0.059003656999999994;0.04032434;0.021987002999999998; 0.007219527; false; 0.140981106; 0.239547763; 0.001245506
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3160-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3160-*.mata;1.26;0.040050164;0.06242951;0.018437019000000002;0.021952238; 0.002463231; false; 0.117844556; 0.25511404; 0.00117139
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3164-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3164-*.mata;1.35;0.035432330000000005;0.08778244;0.031087555000000003;0.032546752000000005; 0.00155752; false; 0.166278979; 0.361708718;0.002921627
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3165-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3165-*.mata;1.16;0.035730278;0.083388111;0.021757646000000002;0.040334005000000006; 0.002140612; false; 0.160497389; 0.277758924;0.001892357
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3167-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3167-*.mata;1.2;0.037570677999999996;0.084213886;0.024819386;0.028296961; 0.002551918; false; 0.151815675; 0.291016962; 0.001200625
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3168-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3168-*.mata;1.26;0.032392737;0.07218779;0.023060156;0.028482916999999996; 0.002130442; false; 0.138577078; 0.311746819;0.002059532
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3177-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3177-*.mata;1.16;0.027662649;0.043127766;0.017593292;0.020832691; 0.001702856; false; 0.096853265; 0.201592137; 0.001273439
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3179-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3179-*.mata;1.2;0.019627346;0.06546718;0.019488548;0.024210688; 0.002230065; false; 0.12180888; 0.24922542; 0.001210051
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3182-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3182-*.mata;1.21;0.029175219000000002;0.062152969;0.035027531;0.023524239000000002; 0.001545616; true; 0.13486997; 0.286111461;0.001128335
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3185-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3185-*.mata;1.21;0.037537388;0.06465202900000001;0.022439608;0.028643124; 0.002235055; false; 0.132259872; 0.29059084;0.0022356949999999998
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3186-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3186-*.mata;1.3;0.062886518;0.078363959;0.023261992000000002;0.034810165; 0.00259876; false; 0.15902624; 0.364173611;0.0017383869999999999
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3188-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3188-*.mata;1.22;0.02862126;0.07147257400000001;0.05117913;0.027448398; 0.002223562; false; 0.16821821; 0.31521866; 0.00118099
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3191-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3191-*.mata;1.27;0.044739959;0.07680235;0.01442652;0.022223497; 0.001440058; false; 0.128099414; 0.270108951;0.00142968
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3194-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3194-*.mata;1.05;0.037784032;0.062921961;0.023457586000000002;0.024838129; 0.002521803; false; 0.124851907; 0.256368178; 0.001341438
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3196-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3196-*.mata;1.32;0.034033209;0.064953048;0.021888812999999997;0.026075789000000002; 0.00236691; false; 0.128971108; 0.311494168;0.002044578
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3201-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3201-*.mata;1.17;0.039645239;0.088642363;0.055838249;0.05505378; 0.008491879; false; 0.253385162; 0.385508889; 0.002837705
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3203-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3203-*.mata;1.2;0.04865305899999999;0.069201535;0.021840824000000002;0.031389112; 0.002269716; false; 0.142042436; 0.293509276;0.002515673
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3205-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3205-*.mata;1.15;0.02351353;0.09846943600000001;0.046572923;0.047352696; 0.002086468; false; 0.204374721; 0.297309888; 0.00109309
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3208-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3208-*.mata;1.27;0.047221545000000004;0.08582711000000001;0.022267895;0.026610741; 0.002314091; false; 0.150669853; 0.308427307;0.001934244
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3214-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3214-*.mata;1.11;0.032714884;0.061614559;0.013403624999999999;0.020643951; 0.001950507; false; 0.106485044; 0.207773633;0.00099996
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3218-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3218-*.mata;1.21;0.052139752;0.106784292;0.016929694999999998;0.021805367; 0.001833867; false; 0.158309324; 0.302324866; 0.001245564
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3224-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3224-*.mata;1.25;0.050402473;0.078131408;0.033281372000000004;0.024348421; 0.002558575; false; 0.153172362; 0.314256;0.001980355
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3225-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3225-*.mata;1.14;0.033816815;0.113217456;0.019854888999999997;0.056540720999999995; 0.002399345; false; 0.206717721; 0.323890225; 0.002979858
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3229-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3229-*.mata;1.14;0.032519675;0.064734298;0.020375403000000004;0.023339446; 0.001375836; false; 0.120578462; 0.23911205;0.0017893100000000001
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3234-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3234-*.mata;1.37;0.045138152;0.07194371000000001;0.031938844;0.033393435; 0.002213371; false; 0.153676649; 0.329830188;0.0023095190000000003
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3236-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3236-*.mata;1.16;0.041793742999999994;0.062189195;0.021809600000000002;0.03347300499999999; 0.002075365; false; 0.131496429; 0.294999011;0.001285406
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3238-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3238-*.mata;1.37;0.0502276;0.12443049200000002;0.039763812999999995;0.03719567; 0.00581571; false; 0.229816049; 0.390649848;0.0047901309999999996
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3239-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3239-*.mata;1.22;0.048703679;0.105158972;0.022466265;0.03625723699999999; 0.002697925; false; 0.181003377; 0.335614696;0.00116681
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3241-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3241-*.mata;1.21;0.034773029;0.07259841099999999;0.033805573;0.049531534999999995; 0.002431646; false; 0.175207018; 0.304957905;0.002138881
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3246-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3246-*.mata;1.27;0.057009910999999996;0.08651563599999999;0.026845003999999995;0.039273743; 0.002507341; false; 0.171683372; 0.359965729;0.002025502
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3250-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3250-*.mata;1.27;0.033038771;0.07088399799999999;0.017300723;0.023352087; 0.002060385; false; 0.125594088; 0.251966101;0.001658054
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3253-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3253-*.mata;1.08;0.022345605999999997;0.085693281;0.015501914;0.025814591; 0.002114782; false; 0.138881893; 0.233566591; 6.41587E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3255-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3255-*.mata;1.11;0.017651009;0.044922448999999996;0.011304814;0.019785919; 0.001634193; false; 0.084420596; 0.174030778; 4.8762E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3269-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3269-*.mata;1.32;0.051782621;0.126524474;0.021118714;0.035477827999999996; 0.002462984; false; 0.199843292; 0.365206263;0.0017601840000000001
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3296-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3296-*.mata;1.25;0.032929520000000004;0.06857125;0.022728826;0.026644276999999997; 0.002342873; false; 0.13362313; 0.273768489;0.001894861
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3304-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3304-*.mata;1.32;0.0477346;0.08885797599999999;0.040982198000000004;0.073610155; 0.00335244; false; 0.230217575; 0.389174929;0.001907419
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3308-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3308-*.mata;1.16;0.027894938;0.122963974;0.030759987;0.037099266; 0.003916998; false; 0.218214244; 0.35810998; 8.71476E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3310-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3310-*.mata;1.26;0.038463739000000004;0.09154338199999999;0.023192298;0.027620434000000003; 0.002039993; false; 0.183950926; 0.340291528;0.002077064
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3314-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3314-*.mata;1.29;0.039281534;0.074259528;0.020609497999999997;0.034017844; 0.002200764; false; 0.145802997; 0.305186879;0.0016660590000000001
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3318-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3318-*.mata;1.23;0.033843028000000004;0.10229001400000001;0.022923827;0.034895250999999995; 0.010963471; false; 0.18968922; 0.316128223;0.001844177
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3321-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3321-*.mata;1.09;0.01951571;0.057174041999999994;0.016408825999999998;0.021560588999999998; 0.002268369; false; 0.107437941; 0.203116422; 0.001221081
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3324-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3324-*.mata;1.14;0.047532710000000006;0.07250769600000001;0.04103109900000001;0.031980529; 0.002027978; false; 0.163085376; 0.306909699;0.001972635
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3325-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3325-*.mata;1.29;0.045113904999999996;0.11039111799999998;0.025841736000000004;0.052620722; 0.002303304; false; 0.206173716; 0.41358992;0.002753705
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3330-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3330-*.mata;1.21;0.036155753;0.054324688999999995;0.018968335999999995;0.019567019999999997; 0.002322925; false; 0.107130831; 0.27805858;0.001660143
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3331-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3331-*.mata;1.11;0.060769869000000004;0.073446529;0.017454266;0.021588537999999997; 0.002207477; false; 0.1260371; 0.301596724; 8.23573E-4
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3335-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3335-*.mata;1.27;0.040415608;0.07178078;0.02028799;0.04186920399999999; 0.002200994; false; 0.152273088; 0.29527307;0.001730644
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3336-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3336-*.mata;1.09;0.027114020000000003;0.055274147999999995;0.026970409000000004;0.023828265999999997; 0.002022718; false; 0.121493488; 0.225984189;0.001551932
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3350-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3350-*.mata;1.16;0.018008126;0.083005504;0.019475814999999997;0.031424413; 0.002223693; false; 0.146062084; 0.236976594; 0.002046906
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3358-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3358-*.mata;1.22;0.037496953;0.072878282;0.025906002000000004;0.033310564; 0.004864307; false; 0.152848641; 0.297240184;0.002217591
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3359-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3359-*.mata;1.24;0.066169836;0.080825817;0.028763810000000004;0.030421327; 0.002085469; false; 0.153880731; 0.344468011;0.001460769
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3361-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3361-*.mata;1.28;0.023804222;0.069504306;0.020241476;0.030355952; 0.002702147; false; 0.135423821; 0.242070441; 0.00103049
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3367-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3367-*.mata;1.13;0.015379789000000001;0.049853355999999995;0.017914930000000003;0.017213146; 0.002260278; false; 0.096816881; 0.171476389; 0.001370956
/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3368-program.emp,/home/experiments/nfa-bench/benchmarks/bool_comb/ere/QF_S_sygus_qgen-queries-query3368-*.mata;1.22;0.032348862;0.061268540999999996;0.021249213;0.027972233; 0.002213359; false; 0.125448594; 0.248828687;0.002124145
